,NS,surface_total_in_m2,rooms,price
167427,46,49.0,2.0,129000.0
167428,46,49.0,2.0,129000.0
167433,33,208.0,6.0,460000.0
167442,53,208.0,6.0,460000.0
167446,39,48.0,2.0,160000.0
167450,16,52.0,3.0,90000.0
167456,49,83.0,3.0,260000.0
167470,8,308.0,4.0,310000.0
167471,32,40.0,1.0,110000.0
167472,34,40.0,1.0,110000.0
167479,39,62.0,2.0,165000.0
167482,14,90.0,4.0,150000.0
167483,28,90.0,4.0,150000.0
167487,9,135.0,4.0,207000.0
167497,39,70.0,4.0,169000.0
167498,49,58.0,3.0,148000.0
167500,39,42.0,1.0,98300.0
167503,54,97.0,2.0,265000.0
167509,7,86.0,2.0,163400.0
167511,54,47.0,2.0,270000.0
167516,56,37.0,2.0,135000.0
167524,46,70.0,4.0,210000.0
167525,51,108.0,4.0,215000.0
167533,7,24.0,1.0,64000.0
167536,40,98.0,3.0,225000.0
167542,45,29.0,1.0,77000.0
167543,34,38.0,2.0,118000.0
167556,49,60.0,2.0,170000.0
167569,45,248.0,4.0,450000.0
167570,45,248.0,4.0,450000.0
167592,39,187.0,5.0,570000.0
167605,18,52.0,3.0,110000.0
167607,54,105.0,3.0,410000.0
167608,18,52.0,3.0,110000.0
167609,18,52.0,3.0,110000.0
167610,23,48.0,3.0,77000.0
167619,39,77.0,3.0,225000.0
167622,30,84.0,3.0,150000.0
167633,54,460.0,6.0,1975000.0
167640,26,92.0,4.0,208000.0
167645,53,300.0,5.0,1700000.0
167648,4,76.0,4.0,130000.0
167652,34,41.0,1.0,100000.0
167653,51,60.0,2.0,250000.0
167656,3,51.0,2.0,65000.0
167658,16,51.0,2.0,65000.0
167660,32,41.0,1.0,100000.0
167661,39,41.0,1.0,100000.0
167667,28,49.0,3.0,100000.0
167670,53,39.0,1.0,115000.0
167678,28,52.0,3.0,115000.0
167679,32,46.0,2.0,118000.0
167681,35,250.0,4.0,240000.0
167682,39,48.0,2.0,149000.0
167683,51,33.0,1.0,115000.0
167684,54,60.0,2.0,175000.0
167686,56,62.0,3.0,169000.0
167688,56,43.0,1.0,195000.0
167695,53,83.0,3.0,220000.0
167705,60,57.0,2.0,269000.0
167716,4,56.0,3.0,120000.0
167719,32,58.0,3.0,140000.0
167722,46,71.0,1.0,105450.0
167723,46,71.0,1.0,105450.0
167724,40,90.0,2.0,150860.0
167725,40,102.0,2.0,159600.0
167726,52,36.0,2.0,105000.0
167727,39,42.0,1.0,65000.0
167730,9,65.0,3.0,129000.0
167732,32,65.0,3.0,129000.0
167733,6,65.0,3.0,129000.0
167734,9,58.0,3.0,140000.0
167737,34,40.0,2.0,110000.0
167746,53,65.0,3.0,175000.0
167747,20,86.0,3.0,219000.0
167770,34,45.0,2.0,94000.0
167771,53,143.0,3.0,340000.0
167773,33,199.0,7.0,279900.0
167775,51,27.0,1.0,85000.0
167779,16,180.0,6.0,256000.0
167788,37,174.0,3.0,425000.0
167789,20,63.0,3.0,130000.0
167792,54,50.0,2.0,165000.0
167793,54,50.0,2.0,165000.0
167794,26,77.0,3.0,160000.0
167795,26,77.0,3.0,160000.0
167799,56,153.0,4.0,345000.0
167812,60,150.0,3.0,700000.0
167816,39,77.0,3.0,305000.0
167818,13,119.0,3.0,214000.0
167819,54,40.0,1.0,110000.0
167821,7,61.0,2.0,129000.0
167822,56,61.0,2.0,189000.0
167823,32,33.0,2.0,69000.0
167829,53,65.0,3.0,295000.0
167832,46,113.0,4.0,280000.0
167843,5,88.0,2.0,130000.0
167844,49,47.0,2.0,147000.0
167845,16,36.0,3.0,82000.0
167846,16,36.0,3.0,80000.0
167850,53,80.0,3.0,310000.0
167853,12,70.0,4.0,170000.0
167873,53,48.0,2.0,119000.0
167878,54,186.0,4.0,510000.0
167879,53,186.0,4.0,510000.0
167880,54,186.0,4.0,510000.0
167887,13,315.0,1.0,260000.0
167889,11,49.0,2.0,105000.0
167891,9,87.0,4.0,195000.0
167896,46,115.0,4.0,234000.0
167903,58,55.0,2.0,385000.0
167906,54,106.0,4.0,350000.0
167915,39,60.0,2.0,119000.0
167918,56,45.0,2.0,155000.0
167922,54,55.0,2.0,174900.0
167939,56,58.0,3.0,185000.0
167945,49,27.0,1.0,130000.0
167954,39,56.0,2.0,180000.0
167977,18,50.0,3.0,130000.0
167980,32,49.0,3.0,165000.0
167990,53,90.0,4.0,340000.0
167993,58,49.0,2.0,175000.0
167994,32,43.0,2.0,108000.0
167996,51,101.0,3.0,300000.0
167997,39,33.0,1.0,89000.0
167998,51,140.0,4.0,330000.0
167999,56,102.0,4.0,395000.0
168000,54,97.0,4.0,295000.0
168008,32,48.0,3.0,130000.0
168022,54,28.0,1.0,75000.0
168023,3,38.0,2.0,55000.0
168025,54,64.0,3.0,219000.0
168031,53,164.0,4.0,520000.0
168034,44,96.0,3.0,180000.0
168042,51,37.0,1.0,135000.0
168050,56,116.0,4.0,478000.0
168051,56,101.0,4.0,340000.0
168060,51,61.0,1.0,250000.0
168061,51,42.0,1.0,185000.0
168062,51,97.0,1.0,380000.0
168069,28,155.0,5.0,275000.0
168079,53,64.0,3.0,180000.0
168099,16,40.0,2.0,75000.0
168102,27,60.0,3.0,150000.0
168103,7,235.0,5.0,315000.0
168105,16,28.0,1.0,81000.0
168107,11,104.0,4.0,169500.0
168108,16,28.0,1.0,80000.0
168110,30,63.0,3.0,148000.0
168112,44,37.0,1.0,59000.0
168115,54,88.0,4.0,360000.0
168118,54,132.0,4.0,345000.0
168123,54,164.0,4.0,505000.0
168124,54,164.0,4.0,505000.0
168126,30,60.0,3.0,230000.0
168127,46,44.0,2.0,165000.0
168135,53,75.0,4.0,250000.0
168138,54,82.0,3.0,460000.0
168139,40,73.0,3.0,198000.0
168143,20,65.0,3.0,198000.0
168150,9,64.0,3.0,125000.0
168151,32,55.0,2.0,170000.0
168152,32,40.0,1.0,130000.0
168153,49,28.0,2.0,95000.0
168154,59,67.0,3.0,430000.0
168155,39,140.0,3.0,380000.0
168156,39,38.0,2.0,95000.0
168157,54,100.0,2.0,228000.0
168159,54,89.0,4.0,550000.0
168160,59,67.0,3.0,430000.0
168161,53,47.0,2.0,190000.0
168162,39,91.0,4.0,375000.0
168163,56,100.0,4.0,320000.0
168166,54,110.0,3.0,850000.0
168167,9,64.0,3.0,125000.0
168169,59,110.0,3.0,850000.0
168174,58,41.0,1.0,120000.0
168175,16,57.0,3.0,148000.0
168178,56,97.0,5.0,230000.0
168180,12,63.0,3.0,115000.0
168181,58,60.0,2.0,199617.0
168188,58,140.0,2.0,350000.0
168191,53,53.0,2.0,205000.0
168198,27,60.0,3.0,115000.0
168201,54,81.0,1.0,465000.0
168204,56,101.0,4.0,340000.0
168206,56,468.0,6.0,2250000.0
168207,56,468.0,6.0,2250000.0
168209,22,124.0,4.0,510000.0
168211,53,43.0,1.0,125000.0
168213,53,43.0,1.0,129000.0
168214,53,143.0,4.0,569000.0
168215,53,43.0,1.0,129000.0
168220,54,91.0,1.0,550000.0
168234,39,55.0,2.0,210000.0
168244,39,110.0,4.0,295000.0
168248,53,44.0,1.0,99000.0
168249,54,164.0,4.0,505000.0
168261,53,106.0,4.0,379000.0
168272,47,35.0,1.0,95000.0
168274,53,154.0,4.0,720000.0
168290,20,196.0,4.0,370000.0
168293,20,196.0,4.0,370000.0
168296,53,38.0,1.0,112000.0
168300,6,98.0,3.0,158000.0
168302,32,36.0,1.0,105000.0
168304,54,48.0,3.0,189000.0
168309,9,76.0,3.0,175000.0
168310,52,120.0,3.0,270000.0
168320,23,25.0,1.0,75000.0
168324,48,185.0,5.0,485000.0
168328,39,61.0,2.0,160000.0
168330,48,45.0,2.0,129800.0
168331,39,148.0,4.0,305000.0
168334,24,50.0,2.0,2090000.0
168338,34,78.0,3.0,160000.0
168339,53,63.0,3.0,210000.0
168358,47,63.0,3.0,210000.0
168372,27,42.0,2.0,120064.0
168384,23,90.0,3.0,135000.0
168394,32,76.0,3.0,280000.0
168405,39,62.0,2.0,155000.0
168410,51,22.0,1.0,82000.0
168411,51,22.0,1.0,82000.0
168421,9,60.0,3.0,130000.0
168423,6,60.0,3.0,130000.0
168431,53,57.0,2.0,195000.0
168437,39,48.0,3.0,165000.0
168446,53,80.0,3.0,245000.0
168447,53,290.0,6.0,1100000.0
168449,49,80.0,3.0,245000.0
168452,12,220.0,4.0,229000.0
168454,53,225.0,4.0,1890000.0
168455,32,55.0,3.0,155000.0
168460,56,41.0,1.0,110000.0
168466,54,325.0,5.0,1200000.0
168475,13,174.0,7.0,200000.0
168476,14,75.0,4.0,139900.0
168491,54,107.0,4.0,485000.0
168499,51,20.0,1.0,70000.0
168506,49,98.0,3.0,185000.0
168509,54,87.0,3.0,250000.0
168512,56,22.0,1.0,87000.0
168514,54,136.0,4.0,420000.0
168515,53,90.0,3.0,485000.0
168523,54,98.0,3.0,550000.0
168526,54,36.0,1.0,125000.0
168528,54,149.0,4.0,760000.0
168532,53,55.0,3.0,230000.0
168543,39,47.0,1.0,116900.0
168545,19,51.0,2.0,88500.0
168546,31,165.0,5.0,483000.0
168550,16,108.0,3.0,169000.0
168555,54,166.0,5.0,570000.0
168558,26,74.0,3.0,240000.0
168561,40,133.0,4.0,135000.0
168567,54,53.0,2.0,220000.0
168570,19,26.0,1.0,57000.0
168573,39,47.0,3.0,120000.0
168574,56,72.0,3.0,250000.0
168578,54,137.0,3.0,850000.0
168579,9,72.0,3.0,135000.0
168587,32,42.0,2.0,115000.0
168606,56,120.0,3.0,360000.0
168614,54,45.0,2.0,229000.0
168615,51,57.0,3.0,230000.0
168616,32,48.0,3.0,130000.0
168617,32,43.0,2.0,110000.0
168619,46,60.0,2.0,158000.0
168630,39,52.0,2.0,155000.0
168632,34,70.0,4.0,165000.0
168633,10,32.0,1.0,80000.0
168634,33,64.0,2.0,175000.0
168636,47,41.0,1.0,125000.0
168637,53,64.0,2.0,175000.0
168645,24,43.0,3.0,87500.0
168646,60,70.0,2.0,395000.0
168647,46,52.0,2.0,162000.0
168648,56,72.0,3.0,240000.0
168649,56,145.0,5.0,370000.0
168650,49,56.0,3.0,140000.0
168651,12,177.0,3.0,230000.0
168654,44,48.0,1.0,127000.0
168655,34,28.0,1.0,19044.0
168657,39,80.0,3.0,239000.0
168659,55,110.0,3.0,430000.0
168661,34,86.0,3.0,50215.0
168662,39,45.0,2.0,119000.0
168663,34,40.0,1.0,24960.0
168665,34,43.0,1.0,21648.0
168666,34,38.0,1.0,25896.0
168667,53,78.0,4.0,250000.0
168669,6,87.0,4.0,185000.0
168671,54,91.0,3.0,270000.0
168672,39,64.0,3.0,198000.0
168677,60,76.0,2.0,360000.0
168684,53,53.0,3.0,140000.0
168686,16,36.0,1.0,74900.0
168687,16,36.0,1.0,74900.0
168689,51,106.0,3.0,235000.0
168691,54,155.0,4.0,760000.0
168696,9,88.0,3.0,158000.0
168698,54,155.0,4.0,785000.0
168700,54,155.0,4.0,790000.0
168702,54,155.0,4.0,770000.0
168704,12,60.0,3.0,115000.0
168707,56,105.0,3.0,295000.0
168713,51,102.0,4.0,249000.0
168714,50,59.0,2.0,130000.0
168717,13,75.0,3.0,140000.0
168722,30,66.0,3.0,107000.0
168723,5,36.0,2.0,73000.0
168731,33,37.0,2.0,95000.0
168734,39,300.0,6.0,398000.0
168772,28,38.0,2.0,85000.0
168774,35,88.0,4.0,169000.0
168776,20,51.0,2.0,108000.0
168777,54,63.0,2.0,205000.0
168778,31,45.0,2.0,125000.0
168836,27,130.0,4.0,270000.0
168837,19,130.0,4.0,270000.0
168844,12,52.0,3.0,117000.0
168862,2,50.0,2.0,98000.0
168904,17,46.0,3.0,112500.0
168905,50,47.0,2.0,92000.0
168912,53,100.0,4.0,270000.0
168917,12,42.0,1.0,95000.0
168919,7,74.0,3.0,164000.0
168920,9,92.0,3.0,143000.0
168921,44,278.0,5.0,580000.0
168922,54,64.0,4.0,205000.0
168924,53,110.0,3.0,295000.0
168925,23,70.0,4.0,130000.0
168927,12,182.0,4.0,365000.0
168929,29,50.0,2.0,75000.0
168933,29,86.0,4.0,170000.0
168934,54,50.0,1.0,107000.0
168937,27,71.0,3.0,190000.0
168946,28,58.0,3.0,107000.0
168951,53,63.0,3.0,178000.0
168952,56,94.0,4.0,265000.0
168953,51,37.0,1.0,100000.0
168959,6,70.0,2.0,94500.0
168961,60,235.0,5.0,1500000.0
168969,35,35.0,1.0,75476.0
168970,35,39.0,1.0,89011.0
168971,35,39.0,1.0,90792.0
168972,35,49.0,1.0,93045.0
168973,27,69.0,3.0,115000.0
168974,35,71.0,3.0,174074.0
168975,26,69.0,3.0,159000.0
168976,53,59.0,3.0,150000.0
168978,54,40.0,2.0,120000.0
168979,53,35.0,1.0,110000.0
168980,53,38.0,1.0,129000.0
168981,53,37.0,1.0,121000.0
168982,9,168.0,5.0,259000.0
168983,12,260.0,5.0,195000.0
168984,20,64.0,3.0,140000.0
168985,39,35.0,2.0,95000.0
168987,16,71.0,3.0,120000.0
168999,46,55.0,2.0,147000.0
169000,34,80.0,4.0,198900.0
169003,60,103.0,2.0,515000.0
169004,9,125.0,4.0,220000.0
169018,56,94.0,4.0,250000.0
169019,26,99.0,3.0,178000.0
169020,12,200.0,6.0,315000.0
169021,24,56.0,2.0,119600.0
169022,24,74.0,3.0,165600.0
169023,45,70.0,2.0,133000.0
169024,45,135.0,2.0,194000.0
169026,9,115.0,3.0,139000.0
169027,34,39.0,1.0,97128.0
169028,34,50.0,2.0,163578.0
169036,12,227.0,6.0,255000.0
169037,13,476.0,6.0,315000.0
169038,56,89.0,4.0,270000.0
169041,34,335.0,8.0,795000.0
169042,60,69.0,2.0,370000.0
169048,44,205.0,4.0,360000.0
169078,45,37.0,2.0,92500.0
169079,40,37.0,2.0,92500.0
169080,54,86.0,3.0,300000.0
169081,52,60.0,1.0,198000.0
169082,54,72.0,4.0,199900.0
169083,39,40.0,3.0,114000.0
169084,39,98.0,4.0,219900.0
169086,54,97.0,3.0,199900.0
169092,30,50.0,2.0,116000.0
169095,12,120.0,2.0,198000.0
169096,53,40.0,1.0,115000.0
169098,39,70.0,3.0,225000.0
169100,58,110.0,2.0,210000.0
169101,56,241.0,7.0,810000.0
169102,46,428.0,7.0,565000.0
169108,39,45.0,2.0,95000.0
169109,56,45.0,3.0,165000.0
169110,56,50.0,2.0,225000.0
169111,55,41.0,1.0,145000.0
169112,56,315.0,8.0,1000000.0
169113,56,56.0,2.0,185000.0
169114,56,41.0,2.0,150000.0
169115,32,104.0,4.0,215000.0
169116,32,49.0,3.0,128000.0
169123,58,65.0,2.0,210000.0
169124,15,45.0,2.0,120000.0
169125,39,58.0,2.0,169000.0
169127,39,89.0,2.0,160000.0
169129,50,150.0,5.0,570000.0
169130,53,83.0,3.0,290000.0
169134,17,65.0,2.0,125000.0
169141,53,208.0,7.0,810000.0
169142,39,82.0,3.0,230500.0
169143,39,42.0,1.0,90500.0
169148,20,52.0,2.0,146350.0
169149,20,52.0,2.0,146625.0
169150,20,52.0,2.0,142873.0
169151,20,52.0,2.0,143148.0
169152,20,52.0,2.0,133268.0
169153,20,54.0,2.0,153875.0
169159,54,190.0,5.0,875000.0
169160,11,141.0,4.0,160000.0
169161,51,103.0,4.0,379000.0
169162,12,39.0,1.0,80000.0
169170,52,66.0,3.0,185000.0
169171,7,55.0,3.0,145000.0
169224,11,55.0,2.0,115000.0
169293,20,51.0,2.0,131500.0
169294,54,96.0,3.0,640000.0
169297,56,109.0,4.0,350000.0
169311,16,38.0,3.0,79000.0
169313,54,89.0,3.0,220000.0
169316,49,116.0,4.0,290000.0
169317,53,66.0,3.0,180000.0
169321,54,23.0,1.0,97000.0
169324,28,78.0,3.0,149000.0
169328,13,54.0,3.0,115000.0
169334,34,47.0,2.0,120000.0
169336,1,115.0,3.0,99000.0
169337,15,232.0,6.0,560000.0
169338,24,161.0,4.0,210000.0
169339,2,75.0,4.0,65000.0
169342,50,180.0,5.0,370000.0
169347,53,124.0,4.0,346000.0
169352,51,84.0,3.0,198000.0
169354,35,223.0,4.0,385000.0
169355,9,35.0,2.0,91000.0
169356,45,147.0,5.0,254000.0
169357,12,63.0,2.0,77000.0
169358,45,181.0,3.0,205000.0
169359,45,178.0,5.0,268000.0
169364,3,54.0,3.0,77000.0
169365,53,133.0,4.0,410000.0
169369,54,71.0,4.0,190000.0
169372,3,168.0,4.0,265000.0
169388,40,40.0,2.0,120000.0
169389,32,40.0,1.0,100000.0
169392,53,131.0,3.0,720000.0
169393,30,62.0,3.0,105000.0
169394,53,82.0,4.0,280000.0
169396,53,60.0,2.0,213000.0
169399,59,210.0,4.0,649999.0
169400,54,210.0,4.0,649999.0
169401,54,210.0,4.0,649999.0
169402,47,177.0,4.0,380000.0
169410,53,100.0,4.0,285000.0
169415,56,254.0,7.0,1250000.0
169416,48,61.0,2.0,245000.0
169417,53,51.0,1.0,198000.0
169419,53,40.0,1.0,133000.0
169424,16,22.0,1.0,60000.0
169425,59,110.0,3.0,850000.0
169437,19,48.0,1.0,99000.0
169438,33,68.0,3.0,174900.0
169441,54,34.0,1.0,120000.0
169448,50,278.0,5.0,775000.0
169454,53,100.0,5.0,255000.0
169459,56,328.0,5.0,949000.0
169461,28,157.0,4.0,350000.0
169465,54,46.0,2.0,160000.0
169466,4,42.0,2.0,95000.0
169469,54,47.0,1.0,133000.0
169472,34,18.0,1.0,44500.0
169473,39,79.0,3.0,250000.0
169478,53,143.0,2.0,435000.0
169486,48,37.0,1.0,159000.0
169488,9,36.0,2.0,95000.0
169495,18,35.0,1.0,99000.0
169498,15,102.0,4.0,210000.0
169502,56,163.0,4.0,600000.0
169505,6,46.0,2.0,90000.0
169507,12,211.0,7.0,270000.0
169508,48,80.0,4.0,230000.0
169509,53,89.0,3.0,250000.0
169512,33,45.0,2.0,120000.0
169513,15,135.0,1.0,240000.0
169515,53,43.0,1.0,164000.0
169516,48,86.0,3.0,260000.0
169521,51,45.0,2.0,150000.0
169523,19,30.0,1.0,75000.0
169528,19,44.0,1.0,110000.0
169537,22,90.0,3.0,190000.0
169538,22,90.0,3.0,190000.0
169558,27,36.0,1.0,96000.0
169564,3,69.0,3.0,115000.0
169569,54,31.0,1.0,100000.0
169570,23,180.0,4.0,365000.0
169572,53,46.0,1.0,157259.0
169573,7,50.0,2.0,119500.0
169576,56,100.0,4.0,290000.0
169577,53,46.0,1.0,157259.0
169586,39,39.0,2.0,94000.0
169590,54,72.0,1.0,260000.0
169591,28,100.0,3.0,170000.0
169592,53,45.0,2.0,189000.0
169593,28,40.0,1.0,95000.0
169596,12,100.0,4.0,350000.0
169597,53,88.0,3.0,301077.0
169599,51,52.0,2.0,134000.0
169600,53,82.0,3.0,278000.0
169605,49,290.0,5.0,2100000.0
169610,60,185.0,4.0,980000.0
169611,12,312.0,8.0,249000.0
169612,54,82.0,3.0,392000.0
169614,46,41.0,1.0,96500.0
169615,51,58.0,1.0,220000.0
169617,53,110.0,4.0,270000.0
169620,51,68.0,1.0,270000.0
169622,9,37.0,2.0,76000.0
169630,53,160.0,5.0,460000.0
169632,53,43.0,1.0,150000.0
169633,53,43.0,1.0,150000.0
169636,53,65.0,3.0,235000.0
169638,56,46.0,2.0,209000.0
169641,56,69.0,3.0,350000.0
169644,9,27.0,2.0,68500.0
169646,9,35.0,1.0,75000.0
169653,46,76.0,3.0,248259.0
169654,46,81.0,3.0,277812.0
169655,46,59.0,2.0,203658.0
169657,46,59.0,2.0,200594.0
169658,46,60.0,2.0,204852.0
169659,46,117.0,3.0,307755.0
169660,46,122.0,3.0,323899.0
169663,56,61.0,3.0,275000.0
169666,51,87.0,3.0,280000.0
169670,53,34.0,2.0,99500.0
169671,46,76.0,3.0,260271.0
169672,51,84.0,3.0,240000.0
169673,54,48.0,1.0,127000.0
169674,54,45.0,1.0,123000.0
169675,46,60.0,2.0,168000.0
169677,54,67.0,2.0,410000.0
169679,53,49.0,2.0,148000.0
169682,56,92.0,3.0,290000.0
169684,44,410.0,5.0,550000.0
169685,49,90.0,2.0,229000.0
169687,44,49.0,2.0,142000.0
169691,53,116.0,3.0,665000.0
169698,60,106.0,2.0,850000.0
169711,34,39.0,2.0,120000.0
169712,54,66.0,2.0,310000.0
169716,53,172.0,4.0,440000.0
169719,51,109.0,3.0,333000.0
169724,56,50.0,2.0,240000.0
169725,56,50.0,2.0,240000.0
169727,20,51.0,2.0,90000.0
169747,56,34.0,1.0,128500.0
169748,56,277.0,6.0,1785000.0
169749,51,85.0,3.0,239000.0
169750,55,200.0,6.0,640000.0
169751,56,77.0,1.0,175000.0
169755,56,36.0,1.0,129000.0
169756,53,78.0,3.0,225000.0
169757,39,36.0,1.0,82000.0
169758,49,100.0,4.0,330000.0
169761,49,75.0,3.0,375000.0
169764,47,59.0,3.0,157000.0
169768,10,19.0,1.0,49000.0
169769,49,100.0,4.0,230000.0
169774,46,40.0,1.0,82000.0
169776,9,25.0,1.0,68000.0
169778,60,97.0,3.0,550000.0
169779,46,40.0,1.0,83000.0
169783,54,23.0,1.0,115000.0
169785,45,94.0,3.0,178000.0
169789,20,34.0,2.0,74000.0
169798,39,43.0,2.0,125000.0
169801,16,71.0,3.0,132000.0
169802,59,100.0,3.0,550000.0
169812,56,100.0,3.0,550000.0
169813,44,120.0,4.0,145000.0
169814,54,200.0,6.0,798000.0
169815,13,152.0,5.0,250000.0
169823,39,40.0,2.0,99000.0
169830,55,43.0,2.0,137000.0
169849,48,120.0,4.0,420000.0
169854,44,43.0,1.0,113000.0
169856,9,48.0,2.0,105000.0
169858,10,98.0,4.0,230000.0
169860,11,42.0,2.0,120000.0
169863,51,115.0,3.0,365000.0
169869,39,237.0,4.0,395000.0
169874,56,56.0,2.0,185000.0
169877,53,43.0,2.0,163000.0
169882,56,93.0,3.0,260000.0
169885,51,55.0,3.0,210000.0
169891,11,41.0,2.0,95000.0
169896,53,74.0,3.0,260000.0
169903,41,70.0,3.0,120000.0
169904,39,116.0,4.0,270000.0
169906,51,83.0,4.0,265000.0
169907,54,83.0,4.0,265000.0
169908,56,37.0,1.0,175000.0
169909,39,92.0,4.0,196000.0
169911,51,280.0,4.0,369000.0
169912,4,80.0,2.0,95000.0
169913,51,200.0,4.0,352000.0
169914,45,80.0,2.0,137500.0
169915,48,84.0,3.0,290000.0
169916,40,80.0,2.0,137500.0
170010,54,70.0,3.0,173000.0
170024,11,28.0,1.0,57000.0
170034,34,51.0,3.0,150000.0
170036,32,45.0,3.0,93000.0
170038,27,91.0,4.0,175000.0
170101,50,123.0,5.0,220000.0
170102,56,75.0,3.0,199000.0
170103,22,18.0,1.0,28000.0
170105,33,122.0,2.0,265000.0
170106,46,330.0,6.0,510000.0
170107,46,115.0,4.0,234000.0
170108,46,115.0,2.0,234000.0
170110,54,105.0,3.0,470000.0
170121,30,60.0,2.0,115000.0
170127,54,105.0,4.0,329900.0
170130,54,71.0,2.0,400000.0
170147,44,100.0,3.0,205000.0
170148,56,163.0,4.0,440000.0
170150,46,46.0,2.0,120000.0
170161,35,58.0,3.0,139019.0
170162,35,69.0,3.0,136999.0
170163,35,39.0,1.0,87266.0
170164,35,35.0,1.0,81697.0
170165,35,49.0,1.0,92747.0
170166,15,97.0,4.0,149000.0
170167,21,78.0,2.0,141500.0
170169,18,53.0,3.0,134900.0
170170,29,53.0,3.0,105000.0
170171,21,78.0,2.0,156500.0
170172,53,37.0,1.0,123000.0
170173,11,56.0,3.0,108000.0
170175,16,101.0,4.0,254000.0
170176,20,76.0,4.0,165000.0
170182,9,41.0,3.0,93000.0
170184,5,117.0,4.0,139000.0
170185,12,261.0,5.0,157000.0
170186,51,36.0,1.0,138000.0
170187,10,46.0,2.0,85000.0
170190,32,44.0,2.0,150000.0
170194,53,55.0,3.0,155000.0
170196,54,88.0,3.0,238000.0
170197,54,30.0,1.0,119000.0
170199,53,55.0,3.0,155000.0
170200,54,111.0,4.0,399000.0
170202,32,61.0,3.0,115000.0
170203,54,50.0,2.0,155000.0
170204,41,108.0,5.0,188000.0
170205,54,168.0,4.0,598000.0
170208,27,108.0,4.0,189000.0
170209,45,415.0,5.0,370000.0
170210,46,51.0,2.0,169000.0
170212,54,62.0,3.0,220000.0
170220,26,94.0,4.0,295000.0
170225,25,40.0,2.0,72800.0
170232,32,36.0,1.0,95000.0
170235,7,180.0,3.0,199000.0
170238,53,160.0,4.0,780000.0
170239,53,51.0,3.0,154000.0
170240,53,51.0,3.0,154000.0
170241,53,210.0,5.0,630000.0
170244,53,225.0,4.0,1750000.0
170245,46,38.0,1.0,115000.0
170253,54,89.0,3.0,335000.0
170261,39,56.0,3.0,169500.0
170279,49,28.0,1.0,115000.0
170281,7,50.0,2.0,100000.0
170285,46,42.0,1.0,97000.0
170316,51,145.0,5.0,370000.0
170317,34,45.0,2.0,140000.0
170318,34,45.0,2.0,140000.0
170324,12,64.0,3.0,160000.0
170325,39,116.0,4.0,450000.0
170328,48,60.0,2.0,245000.0
170332,54,60.0,2.0,290000.0
170335,53,116.0,3.0,625000.0
170341,53,103.0,3.0,530000.0
170342,54,80.0,4.0,250000.0
170344,54,103.0,3.0,530000.0
170345,49,103.0,3.0,530000.0
170346,54,103.0,3.0,530000.0
170348,56,82.0,3.0,335000.0
170349,45,91.0,3.0,168000.0
170351,45,91.0,3.0,168000.0
170355,38,193.0,6.0,350000.0
170356,18,193.0,6.0,350000.0
170359,53,95.0,3.0,365000.0
170364,4,71.0,4.0,145000.0
170365,26,61.0,3.0,120000.0
170367,44,43.0,2.0,135000.0
170372,54,35.0,1.0,105000.0
170384,46,330.0,6.0,800000.0
170386,48,330.0,6.0,800000.0
170387,47,330.0,6.0,800000.0
170390,59,52.0,2.0,230000.0
170399,12,79.0,4.0,128000.0
170400,4,40.0,2.0,65000.0
170404,59,52.0,3.0,163000.0
170408,19,64.0,2.0,125000.0
170415,54,260.0,5.0,1690000.0
170416,48,26.0,1.0,83200.0
170417,53,43.0,2.0,163000.0
170418,17,46.0,3.0,112500.0
170420,26,233.0,5.0,300000.0
170421,54,52.0,1.0,140000.0
170423,32,49.0,3.0,165000.0
170424,9,76.0,3.0,175000.0
170425,56,48.0,2.0,195000.0
170435,53,96.0,3.0,239000.0
170438,53,96.0,4.0,239000.0
170439,49,77.0,4.0,260000.0
170441,9,39.0,2.0,89000.0
170444,51,110.0,3.0,275000.0
170445,54,110.0,3.0,275000.0
170446,46,48.0,2.0,138000.0
170447,16,39.0,2.0,89000.0
170454,56,50.0,2.0,240000.0
170457,39,33.0,1.0,105000.0
170459,39,55.0,2.0,126000.0
170461,53,50.0,1.0,235000.0
170463,53,175.0,6.0,1054500.0
170465,27,150.0,5.0,330000.0
170466,54,75.0,3.0,345000.0
170469,50,41.0,1.0,122500.0
170480,51,75.0,3.0,345000.0
170481,51,94.0,3.0,253000.0
170482,53,220.0,5.0,520000.0
170486,51,161.0,6.0,430000.0
170489,25,64.0,3.0,180000.0
170490,51,261.0,8.0,520000.0
170491,54,63.0,3.0,145000.0
170495,59,70.0,3.0,330000.0
170496,51,52.0,2.0,95000.0
170497,44,33.0,1.0,98000.0
170504,47,68.0,3.0,177000.0
170508,54,69.0,3.0,195000.0
170511,54,69.0,4.0,195000.0
170513,50,117.0,4.0,400000.0
170515,48,26.0,1.0,83200.0
170525,27,35.0,1.0,62000.0
170528,48,49.0,2.0,148000.0
170529,54,49.0,2.0,148000.0
170532,47,108.0,5.0,280000.0
170671,53,32.0,2.0,75000.0
170672,53,30.0,2.0,75000.0
170675,53,27.0,1.0,60000.0
170683,54,444.0,6.0,2500000.0
170703,53,50.0,3.0,100000.0
170704,53,30.0,1.0,32000.0
170705,53,27.0,1.0,18000.0
170706,53,50.0,3.0,89000.0
170707,53,10.0,1.0,70000.0
170708,14,194.0,5.0,390000.0
170715,39,63.0,2.0,155000.0
