NS,surface_total_in_m2,rooms,price
46,69.0,3.0,249000.0
28,46.0,1.0,87500.0
46,80.0,3.0,163000.0
11,44.0,2.0,76000.0
23,162.0,4.0,143000.0
12,71.0,4.0,83000.0
9,20.0,1.0,62000.0
53,170.0,5.0,390000.0
26,97.0,3.0,185000.0
2,82.0,4.0,90000.0
44,73.0,2.0,155000.0
26,223.0,6.0,350000.0
20,50.0,2.0,95000.0
20,65.0,3.0,130000.0
34,94.0,4.0,198000.0
48,110.0,3.0,305000.0
20,73.0,3.0,150000.0
39,62.0,3.0,160000.0
51,34.0,1.0,105000.0
54,34.0,1.0,105000.0
32,56.0,3.0,153000.0
9,30.0,1.0,99000.0
56,100.0,3.0,300000.0
56,201.0,5.0,670000.0
52,61.0,3.0,175000.0
20,58.0,3.0,130000.0
51,135.0,7.0,390000.0
56,149.0,3.0,520000.0
53,52.0,2.0,145000.0
39,41.0,1.0,105000.0
56,274.0,5.0,920000.0
54,67.0,2.0,157000.0
42,180.0,4.0,320000.0
9,49.0,3.0,85000.0
21,69.0,3.0,230000.0
53,230.0,6.0,450000.0
19,93.0,6.0,125000.0
54,45.0,2.0,240000.0
56,170.0,4.0,495000.0
34,55.0,3.0,125000.0
49,37.0,2.0,112500.0
9,44.0,2.0,146900.0
32,69.0,3.0,155000.0
39,166.0,3.0,245000.0
9,120.0,3.0,270000.0
51,200.0,4.0,360000.0
60,70.0,3.0,340000.0
2,53.0,2.0,120000.0
39,45.0,2.0,110000.0
54,35.0,1.0,83000.0
53,221.0,6.0,1150000.0
56,117.0,4.0,295000.0
50,183.0,5.0,510000.0
50,41.0,1.0,170000.0
52,46.0,4.0,160000.0
53,70.0,3.0,245000.0
56,62.0,1.0,250000.0
54,291.0,6.0,2200000.0
53,185.0,4.0,690000.0
51,200.0,4.0,359000.0
50,390.0,7.0,1750000.0
53,52.0,2.0,240000.0
54,85.0,3.0,600000.0
50,200.0,5.0,510000.0
50,300.0,6.0,1250000.0
55,240.0,5.0,850000.0
53,213.0,4.0,695000.0
50,109.0,3.0,390000.0
59,250.0,5.0,1750000.0
54,73.0,2.0,270000.0
60,270.0,3.0,1850000.0
54,41.0,1.0,114352.0
54,55.0,2.0,155819.0
39,40.0,2.0,110000.0
55,105.0,3.0,319000.0
32,84.0,3.0,184000.0
44,34.0,1.0,75000.0
53,63.0,3.0,215000.0
32,105.0,4.0,315000.0
31,56.0,2.0,150000.0
32,34.0,2.0,100000.0
51,117.0,4.0,295000.0
56,65.0,3.0,260000.0
44,45.0,2.0,115000.0
3,43.0,1.0,120000.0
12,70.0,3.0,189000.0
9,36.0,1.0,75000.0
56,40.0,1.0,165000.0
59,147.0,4.0,500000.0
60,190.0,4.0,1190000.0
55,76.0,3.0,230000.0
56,310.0,5.0,1050000.0
54,148.0,4.0,750000.0
49,45.0,2.0,215000.0
59,350.0,8.0,1900000.0
54,44.0,1.0,124403.0
54,52.0,2.0,150873.0
54,57.0,1.0,147915.0
54,52.0,2.0,151808.0
54,56.0,2.0,167400.0
54,147.0,5.0,295000.0
54,71.0,2.0,172650.0
54,48.0,2.0,152748.0
60,139.0,3.0,1200000.0
51,200.0,4.0,352000.0
27,130.0,5.0,308000.0
54,270.0,5.0,1290000.0
52,110.0,3.0,598000.0
56,100.0,3.0,330000.0
50,125.0,4.0,399000.0
49,28.0,1.0,86000.0
59,170.0,4.0,890000.0
55,84.0,3.0,445000.0
32,54.0,3.0,135000.0
50,36.0,2.0,97000.0
53,162.0,4.0,490000.0
54,30.0,1.0,85000.0
53,33.0,1.0,105400.0
53,33.0,1.0,130000.0
39,40.0,1.0,95000.0
55,74.0,3.0,310000.0
39,88.0,4.0,210000.0
6,68.0,3.0,120000.0
31,88.0,4.0,210000.0
12,84.0,4.0,180000.0
17,55.0,3.0,120000.0
44,56.0,2.0,113000.0
54,48.0,2.0,152618.0
60,120.0,3.0,730000.0
60,188.0,3.0,1130000.0
54,56.0,2.0,179955.0
54,54.0,2.0,179607.0
35,55.0,2.0,128000.0
60,120.0,3.0,730000.0
54,48.0,2.0,160199.0
60,120.0,3.0,770000.0
60,120.0,3.0,770000.0
54,56.0,2.0,187823.0
32,65.0,2.0,185000.0
6,99.0,3.0,150000.0
50,183.0,5.0,510000.0
52,44.0,2.0,225000.0
54,63.0,2.0,196406.0
54,34.0,1.0,112200.0
9,36.0,1.0,85000.0
54,65.0,2.0,192092.0
19,36.0,1.0,85000.0
54,52.0,1.0,164552.0
28,25.0,1.0,75000.0
28,22.0,1.0,61000.0
28,25.0,1.0,65000.0
20,82.0,4.0,162000.0
54,33.0,2.0,125000.0
9,170.0,5.0,340000.0
56,115.0,4.0,350000.0
9,83.0,3.0,130000.0
56,46.0,2.0,125000.0
54,60.0,3.0,165000.0
54,280.0,4.0,369000.0
12,43.0,2.0,135000.0
39,163.0,4.0,330000.0
42,48.0,2.0,127500.0
60,126.0,3.0,950000.0
53,67.0,3.0,220000.0
54,120.0,4.0,387000.0
56,120.0,4.0,387000.0
53,33.0,2.0,85000.0
54,74.0,3.0,310000.0
53,74.0,3.0,310000.0
56,53.0,2.0,130000.0
55,150.0,5.0,470000.0
51,124.0,4.0,285000.0
28,230.0,3.0,295000.0
53,126.0,5.0,295000.0
56,118.0,4.0,390000.0
54,54.0,1.0,148000.0
51,88.0,3.0,284000.0
54,33.0,2.0,85046.0
59,289.0,5.0,999999.0
28,230.0,3.0,295000.0
41,38.0,2.0,92000.0
13,135.0,4.0,330000.0
6,47.0,2.0,110000.0
11,140.0,5.0,219000.0
6,114.0,4.0,200000.0
58,37.0,1.0,110000.0
27,193.0,6.0,230000.0
58,38.0,1.0,118000.0
56,63.0,3.0,245000.0
58,51.0,2.0,195000.0
13,94.0,4.0,200000.0
50,52.0,3.0,123000.0
39,48.0,1.0,136500.0
54,314.0,5.0,620000.0
54,74.0,3.0,305000.0
27,87.0,3.0,175000.0
9,44.0,3.0,93000.0
53,54.0,2.0,115000.0
12,50.0,3.0,94000.0
53,88.0,3.0,370000.0
50,227.0,5.0,400000.0
54,130.0,3.0,260000.0
32,49.0,2.0,159000.0
7,49.0,2.0,159000.0
34,115.0,4.0,360000.0
49,48.0,2.0,210500.0
56,226.0,5.0,750000.0
51,102.0,4.0,395000.0
48,50.0,2.0,130000.0
2,53.0,3.0,110000.0
53,84.0,3.0,245000.0
48,135.0,3.0,210000.0
53,46.0,1.0,148000.0
48,46.0,1.0,148000.0
24,45.0,1.0,85000.0
34,33.0,2.0,95900.0
45,69.0,3.0,185000.0
22,90.0,3.0,169000.0
58,37.0,1.0,118000.0
58,38.0,1.0,105000.0
58,51.0,2.0,170000.0
58,51.0,2.0,165000.0
58,38.0,1.0,120000.0
40,86.0,3.0,160000.0
39,55.0,3.0,183000.0
41,130.0,4.0,365000.0
44,65.0,2.0,155000.0
59,308.0,3.0,1600000.0
18,35.0,1.0,78000.0
13,90.0,4.0,187000.0
28,52.0,3.0,123000.0
56,84.0,3.0,260000.0
60,47.0,1.0,199000.0
6,25.0,1.0,67500.0
39,27.0,1.0,85000.0
56,103.0,3.0,379000.0
53,65.0,3.0,182000.0
47,94.0,3.0,310000.0
39,233.0,5.0,570000.0
15,63.0,2.0,124000.0
46,81.0,2.0,165000.0
10,43.0,2.0,111000.0
9,43.0,2.0,111000.0
11,97.0,2.0,145000.0
53,36.0,1.0,100000.0
26,62.0,3.0,140000.0
20,72.0,3.0,143000.0
54,284.0,4.0,1070000.0
53,85.0,4.0,260000.0
54,250.0,4.0,630000.0
10,26.0,1.0,107000.0
50,45.0,2.0,109000.0
53,39.0,1.0,140000.0
53,46.0,2.0,142000.0
32,45.0,2.0,120000.0
39,128.0,4.0,315000.0
9,28.0,1.0,59500.0
53,85.0,4.0,260000.0
55,74.0,3.0,310000.0
32,233.0,5.0,570000.0
51,200.0,4.0,359000.0
27,43.0,1.0,115000.0
58,37.0,1.0,100000.0
53,50.0,2.0,159000.0
9,40.0,2.0,77000.0
53,63.0,3.0,215000.0
19,50.0,2.0,90000.0
9,50.0,2.0,90000.0
49,62.0,3.0,250000.0
40,37.0,2.0,93000.0
39,35.0,2.0,78000.0
40,38.0,2.0,91000.0
27,35.0,1.0,62000.0
39,180.0,4.0,370000.0
39,102.0,3.0,140000.0
6,79.0,4.0,149000.0
52,32.0,2.0,93000.0
60,145.0,3.0,650000.0
34,45.0,2.0,125000.0
34,63.0,3.0,135000.0
54,402.0,6.0,1850000.0
51,63.0,2.0,255000.0
54,63.0,2.0,255000.0
32,21.0,1.0,11400.0
32,32.0,1.0,18000.0
58,46.0,2.0,145000.0
46,89.0,3.0,277000.0
51,272.0,6.0,525000.0
44,56.0,2.0,123000.0
54,177.0,6.0,570000.0
54,211.0,5.0,350000.0
54,93.0,4.0,260000.0
52,93.0,4.0,260000.0
59,93.0,4.0,260000.0
27,27.0,1.0,75000.0
56,80.0,3.0,280000.0
39,38.0,1.0,83000.0
39,38.0,1.0,83000.0
39,35.0,1.0,80000.0
2,53.0,3.0,52000.0
59,108.0,3.0,470000.0
54,169.0,4.0,750000.0
54,169.0,5.0,715000.0
54,59.0,2.0,300000.0
54,77.0,3.0,225000.0
59,204.0,5.0,840000.0
59,146.0,4.0,560000.0
59,146.0,4.0,520000.0
54,182.0,4.0,1100000.0
39,49.0,2.0,171500.0
12,168.0,4.0,155000.0
39,78.0,3.0,303000.0
51,94.0,4.0,245000.0
49,56.0,3.0,140000.0
51,185.0,4.0,804000.0
51,185.0,4.0,804000.0
51,87.0,4.0,395000.0
56,87.0,4.0,395000.0
54,87.0,4.0,395000.0
53,81.0,4.0,250000.0
53,53.0,2.0,140000.0
32,85.0,3.0,195000.0
51,62.0,3.0,165000.0
34,41.0,2.0,118000.0
22,85.0,3.0,195000.0
54,150.0,4.0,360000.0
54,102.0,3.0,360000.0
56,378.0,8.0,1200000.0
54,200.0,4.0,970000.0
39,54.0,3.0,159000.0
27,33.0,2.0,75000.0
40,95.0,3.0,215000.0
38,95.0,3.0,215000.0
56,44.0,2.0,157000.0
51,142.0,5.0,360000.0
39,100.0,4.0,254000.0
32,41.0,2.0,129500.0
32,130.0,3.0,230000.0
32,130.0,3.0,230000.0
56,45.0,2.0,159000.0
4,175.0,7.0,196000.0
56,80.0,3.0,220000.0
52,85.0,2.0,248000.0
55,42.0,2.0,235000.0
28,25.0,2.0,59000.0
53,186.0,5.0,439000.0
49,56.0,3.0,140000.0
44,69.0,3.0,160000.0
46,37.0,1.0,139000.0
53,37.0,1.0,139000.0
44,37.0,1.0,89000.0
35,65.0,3.0,180000.0
53,68.0,3.0,298000.0
60,69.0,2.0,399000.0
12,140.0,4.0,250000.0
56,84.0,3.0,270000.0
50,140.0,3.0,400000.0
46,42.0,1.0,129500.0
46,42.0,1.0,134500.0
46,42.0,1.0,139500.0
46,42.0,1.0,140000.0
46,42.0,1.0,135000.0
49,61.0,3.0,165000.0
46,34.0,1.0,114500.0
46,34.0,1.0,119500.0
46,34.0,1.0,110500.0
46,34.0,1.0,115500.0
46,34.0,1.0,120500.0
9,116.0,5.0,175000.0
26,93.0,4.0,280000.0
55,245.0,6.0,890000.0
59,289.0,5.0,990000.0
9,58.0,2.0,120000.0
12,55.0,1.0,86795.0
28,52.0,3.0,129000.0
12,58.0,1.0,93893.0
55,245.0,6.0,890000.0
12,39.0,2.0,79178.0
12,38.0,1.0,76728.0
19,58.0,2.0,120000.0
32,38.0,2.0,95000.0
12,44.0,1.0,89283.0
9,56.0,3.0,124000.0
32,26.0,2.0,67500.0
53,85.0,2.0,230000.0
53,180.0,4.0,518000.0
39,140.0,5.0,380000.0
51,45.0,2.0,150000.0
51,69.0,3.0,183000.0
51,97.0,5.0,230000.0
34,38.0,1.0,90000.0
41,75.0,3.0,195000.0
34,49.0,2.0,115000.0
41,38.0,1.0,89000.0
41,38.0,1.0,89000.0
12,63.0,2.0,132300.0
39,135.0,3.0,225000.0
24,50.0,3.0,125000.0
39,87.0,4.0,170000.0
10,26.0,1.0,110000.0
53,220.0,5.0,610000.0
9,82.0,4.0,195000.0
53,56.0,2.0,200000.0
53,79.0,3.0,300000.0
49,75.0,4.0,248000.0
48,100.0,3.0,230000.0
54,140.0,4.0,410000.0
16,60.0,3.0,85000.0
54,85.0,4.0,315000.0
14,143.0,5.0,150000.0
29,55.0,3.0,120000.0
46,42.0,2.0,160000.0
51,140.0,4.0,269000.0
39,49.0,2.0,122500.0
54,96.0,3.0,185000.0
38,218.0,3.0,185000.0
53,160.0,3.0,258000.0
49,100.0,4.0,550000.0
51,47.0,2.0,154000.0
28,42.0,2.0,99000.0
10,42.0,2.0,99000.0
53,72.0,2.0,183600.0
58,79.0,3.0,580000.0
48,76.0,3.0,280000.0
53,52.0,2.0,175000.0
59,310.0,8.0,1600000.0
35,115.0,4.0,248000.0
60,61.0,2.0,542974.0
39,120.0,6.0,232000.0
55,30.0,1.0,130000.0
53,85.0,4.0,260000.0
49,110.0,4.0,360000.0
35,100.0,3.0,232000.0
56,160.0,6.0,520000.0
53,98.0,4.0,240000.0
51,85.0,6.0,132000.0
49,200.0,5.0,650000.0
54,140.0,4.0,660000.0
39,78.0,3.0,220000.0
20,48.0,2.0,87000.0
39,64.0,3.0,135000.0
45,104.0,4.0,199000.0
49,60.0,2.0,189000.0
56,54.0,2.0,208000.0
51,54.0,2.0,208000.0
54,54.0,2.0,208000.0
10,33.0,1.0,70000.0
12,50.0,3.0,105000.0
11,50.0,3.0,105000.0
56,83.0,4.0,235000.0
51,83.0,4.0,235000.0
28,91.0,4.0,240000.0
56,91.0,4.0,240000.0
54,60.0,2.0,225000.0
13,56.0,3.0,155000.0
54,47.0,2.0,200000.0
46,75.0,3.0,169000.0
51,160.0,4.0,580000.0
54,22.0,1.0,72000.0
20,78.0,3.0,135000.0
50,200.0,5.0,590000.0
51,290.0,5.0,950000.0
20,50.0,2.0,85000.0
10,26.0,1.0,110000.0
50,33.0,2.0,134000.0
51,33.0,1.0,110000.0
56,65.0,3.0,189000.0
49,120.0,4.0,480000.0
51,121.0,4.0,495000.0
56,20.0,1.0,80000.0
51,39.0,1.0,130000.0
34,73.0,4.0,125000.0
59,125.0,5.0,419000.0
59,42.0,2.0,160000.0
51,200.0,4.0,352000.0
39,62.0,3.0,163000.0
53,42.0,2.0,116000.0
56,201.0,5.0,880000.0
56,56.0,2.0,185000.0
46,56.0,2.0,144000.0
28,33.0,2.0,134000.0
49,52.0,2.0,195000.0
53,84.0,3.0,220000.0
48,84.0,3.0,220000.0
53,30.0,1.0,130000.0
54,30.0,1.0,130000.0
54,39.0,2.0,124900.0
32,39.0,1.0,1473760.0
10,35.0,1.0,89000.0
56,34.0,1.0,110000.0
19,105.0,4.0,189000.0
53,135.0,4.0,339000.0
60,73.0,2.0,385000.0
49,37.0,1.0,110000.0
53,270.0,5.0,990000.0
56,140.0,3.0,530000.0
56,30.0,1.0,118000.0
56,124.0,4.0,280000.0
39,163.0,4.0,330000.0
39,163.0,4.0,330000.0
54,186.0,5.0,620000.0
32,83.0,3.0,155000.0
32,83.0,3.0,155000.0
51,51.0,2.0,132000.0
16,81.0,3.0,115000.0
51,35.0,1.0,130000.0
12,109.0,4.0,265000.0
26,48.0,1.0,125000.0
15,40.0,2.0,87000.0
10,78.0,3.0,187000.0
56,91.0,4.0,242000.0
53,73.0,3.0,210000.0
34,47.0,2.0,92000.0
54,38.0,1.0,127500.0
54,38.0,2.0,140000.0
46,36.0,1.0,90000.0
39,57.0,3.0,170000.0
11,56.0,3.0,148000.0
53,67.0,3.0,220000.0
56,23.0,1.0,88000.0
51,64.0,3.0,195000.0
54,180.0,4.0,180000.0
12,122.0,5.0,250000.0
60,115.0,3.0,320000.0
11,33.0,1.0,68000.0
41,57.0,2.0,115000.0
46,27.0,1.0,73000.0
9,89.0,3.0,155000.0
54,103.0,3.0,260000.0
54,222.0,5.0,650000.0
11,145.0,5.0,210000.0
12,65.0,3.0,130000.0
53,42.0,2.0,137000.0
56,35.0,1.0,135000.0
56,45.0,2.0,144000.0
56,225.0,5.0,750000.0
39,49.0,2.0,122500.0
48,56.0,3.0,150000.0
32,109.0,3.0,225000.0
12,108.0,4.0,195000.0
54,183.0,4.0,930000.0
44,52.0,3.0,158000.0
54,110.0,4.0,259000.0
46,33.0,2.0,89000.0
32,32.0,1.0,57500.0
11,50.0,1.0,105000.0
12,36.0,1.0,90000.0
9,129.0,4.0,160000.0
16,71.0,4.0,132000.0
32,30.0,1.0,75000.0
38,50.0,2.0,126480.0
38,70.0,2.0,145860.0
38,64.0,2.0,134640.0
32,70.0,3.0,178000.0
34,83.0,2.0,190000.0
31,73.0,3.0,195000.0
42,50.0,2.0,128520.0
56,115.0,3.0,425000.0
53,84.0,3.0,290000.0
53,88.0,3.0,230000.0
53,88.0,3.0,230000.0
15,88.0,4.0,155000.0
20,88.0,3.0,170000.0
51,103.0,4.0,380000.0
46,63.0,3.0,185000.0
18,120.0,3.0,245000.0
39,66.0,3.0,186000.0
45,40.0,2.0,90000.0
10,16.0,1.0,48000.0
52,70.0,3.0,240000.0
48,51.0,2.0,140000.0
54,90.0,3.0,250000.0
20,110.0,4.0,158000.0
53,47.0,3.0,155000.0
32,50.0,2.0,127000.0
52,85.0,2.0,248000.0
49,171.0,4.0,435000.0
25,54.0,2.0,119000.0
21,52.0,3.0,120000.0
11,147.0,3.0,243000.0
39,50.0,2.0,127000.0
53,67.0,2.0,149000.0
39,54.0,3.0,145000.0
39,140.0,4.0,240000.0
50,25.0,1.0,80000.0
60,260.0,4.0,2237000.0
45,33.0,2.0,95500.0
15,65.0,3.0,130000.0
27,70.0,3.0,130000.0
9,105.0,4.0,189000.0
4,86.0,4.0,108000.0
51,23.0,1.0,67000.0
39,98.0,3.0,245000.0
56,74.0,2.0,259000.0
39,220.0,5.0,650000.0
44,38.0,1.0,95000.0
51,55.0,2.0,210000.0
32,38.0,2.0,106000.0
45,75.0,2.0,132000.0
39,33.0,2.0,78000.0
6,42.0,2.0,140000.0
54,43.0,3.0,137000.0
44,222.0,4.0,389000.0
38,64.0,2.0,134640.0
39,83.0,4.0,180000.0
22,80.0,4.0,215000.0
39,74.0,3.0,145000.0
32,80.0,4.0,215000.0
51,153.0,5.0,370000.0
35,180.0,6.0,360000.0
46,70.0,3.0,163000.0
46,95.0,3.0,78392.0
56,35.0,1.0,80000.0
26,45.0,2.0,110000.0
15,77.0,3.0,135000.0
51,24.0,1.0,91000.0
54,48.0,3.0,160000.0
52,45.0,1.0,160000.0
31,71.0,4.0,165000.0
32,32.0,2.0,65000.0
53,49.0,2.0,148000.0
39,82.0,3.0,235000.0
32,69.0,2.0,96500.0
20,37.0,2.0,65000.0
52,61.0,2.0,218000.0
52,43.0,2.0,150000.0
48,125.0,4.0,319000.0
56,164.0,5.0,550000.0
60,76.0,2.0,395000.0
50,79.0,2.0,250000.0
60,73.0,2.0,349000.0
49,509.0,5.0,750000.0
20,39.0,2.0,105000.0
20,39.0,2.0,105000.0
20,42.0,2.0,97000.0
7,210.0,5.0,250000.0
48,136.0,4.0,420000.0
58,96.0,4.0,312000.0
15,46.0,1.0,2008530.0
53,39.0,1.0,120000.0
15,51.0,1.0,2175454.0
15,39.0,1.0,1726295.0
20,47.0,1.0,100888.0
10,25.0,1.0,79000.0
20,36.0,1.0,78983.0
51,35.0,1.0,139000.0
50,163.0,4.0,510000.0
20,42.0,1.0,92896.0
39,70.0,3.0,250000.0
46,64.0,2.0,126480.0
46,64.0,2.0,139740.0
54,76.0,2.0,235000.0
11,65.0,3.0,130000.0
46,48.0,2.0,125460.0
46,64.0,2.0,131580.0
39,40.0,2.0,95000.0
51,85.0,3.0,320000.0
56,85.0,3.0,320000.0
58,61.0,2.0,215000.0
22,65.0,3.0,169000.0
56,378.0,7.0,1300000.0
54,35.0,2.0,125000.0
34,35.0,2.0,93000.0
28,52.0,3.0,115000.0
39,61.0,3.0,140000.0
20,42.0,1.0,91355.0
20,42.0,1.0,94657.0
20,36.0,1.0,81790.0
20,42.0,1.0,94657.0
50,34.0,2.0,130000.0
20,36.0,1.0,81790.0
53,123.0,4.0,430000.0
9,99.0,3.0,150000.0
20,42.0,1.0,96198.0
20,36.0,1.0,84785.0
20,42.0,1.0,99720.0
54,115.0,3.0,365000.0
46,60.0,3.0,235000.0
56,74.0,2.0,259000.0
60,214.0,4.0,1600000.0
55,165.0,4.0,775000.0
34,44.0,3.0,95000.0
39,237.0,4.0,395000.0
20,36.0,1.0,83474.0
54,203.0,5.0,540000.0
52,61.0,2.0,248000.0
20,42.0,1.0,98179.0
59,100.0,3.0,550000.0
39,99.0,3.0,215000.0
20,46.0,1.0,111446.0
50,245.0,5.0,480000.0
46,89.0,3.0,267000.0
20,46.0,1.0,109023.0
44,58.0,2.0,120000.0
20,36.0,1.0,92169.0
20,36.0,1.0,91199.0
20,36.0,1.0,89258.0
20,36.0,1.0,89258.0
20,28.0,1.0,55000.0
32,42.0,2.0,99000.0
55,42.0,1.0,145000.0
10,41.0,1.0,109000.0
26,79.0,3.0,158000.0
54,42.0,1.0,145000.0
39,229.0,5.0,423000.0
55,90.0,2.0,225000.0
55,90.0,2.0,225000.0
60,190.0,3.0,975000.0
26,85.0,3.0,179000.0
54,43.0,2.0,137000.0
49,39.0,1.0,135000.0
56,203.0,4.0,540000.0
8,109.0,3.0,160000.0
40,44.0,2.0,120000.0
8,51.0,3.0,118000.0
7,42.0,3.0,86500.0
39,43.0,2.0,99500.0
51,32.0,2.0,88000.0
48,68.0,3.0,179000.0
48,68.0,3.0,179000.0
41,68.0,3.0,179000.0
52,44.0,2.0,110000.0
54,25.0,1.0,85000.0
53,250.0,5.0,475000.0
56,50.0,2.0,225000.0
12,92.0,4.0,196000.0
32,28.0,2.0,85000.0
27,68.0,3.0,120000.0
58,38.0,1.0,102000.0
56,211.0,5.0,630000.0
11,200.0,6.0,374500.0
24,43.0,1.0,1805223.0
24,43.0,1.0,1782844.0
24,43.0,1.0,1849981.0
24,43.0,1.0,1782844.0
24,43.0,1.0,1849981.0
24,43.0,1.0,1760466.0
24,43.0,1.0,1760466.0
24,43.0,1.0,1715708.0
51,91.0,3.0,280000.0
56,114.0,3.0,460000.0
56,136.0,4.0,345000.0
46,156.0,4.0,324500.0
53,99.0,3.0,550000.0
56,74.0,2.0,259000.0
14,54.0,2.0,110000.0
15,71.0,4.0,145000.0
56,257.0,5.0,1080000.0
53,52.0,2.0,159000.0
39,42.0,2.0,128000.0
53,61.0,2.0,180000.0
53,33.0,1.0,110000.0
26,51.0,2.0,138000.0
11,56.0,3.0,150000.0
53,116.0,3.0,650000.0
55,35.0,1.0,135000.0
20,130.0,4.0,280000.0
54,44.0,2.0,110000.0
60,134.0,3.0,750000.0
9,71.0,3.0,159000.0
56,194.0,5.0,489000.0
9,71.0,3.0,145000.0
44,82.0,3.0,240000.0
19,71.0,3.0,145000.0
6,94.0,3.0,118000.0
19,43.0,2.0,111000.0
6,71.0,3.0,145000.0
53,138.0,4.0,490000.0
54,54.0,2.0,180000.0
34,70.0,3.0,120000.0
28,25.0,1.0,75000.0
10,25.0,1.0,75000.0
23,46.0,2.0,75000.0
54,99.0,4.0,225000.0
51,99.0,4.0,225000.0
32,99.0,4.0,225000.0
54,55.0,2.0,350000.0
54,48.0,2.0,285000.0
53,39.0,1.0,133000.0
34,78.0,4.0,250000.0
13,37.0,2.0,75000.0
28,70.0,4.0,130000.0
18,35.0,2.0,79000.0
56,46.0,2.0,155000.0
32,93.0,3.0,270000.0
30,175.0,4.0,186900.0
12,35.0,1.0,77000.0
12,81.0,2.0,169500.0
12,81.0,2.0,169500.0
34,272.0,5.0,490000.0
9,59.0,3.0,135000.0
46,90.0,4.0,210000.0
50,46.0,2.0,105000.0
53,58.0,3.0,167000.0
38,60.0,3.0,120000.0
17,36.0,2.0,80000.0
11,60.0,3.0,106000.0
9,50.0,2.0,75000.0
17,525.0,8.0,355000.0
9,30.0,1.0,59000.0
48,83.0,4.0,180000.0
54,280.0,4.0,369000.0
56,64.0,3.0,225000.0
19,144.0,5.0,192000.0
47,53.0,2.0,126000.0
11,175.0,4.0,190000.0
40,707.0,2.0,124470.0
40,92.0,2.0,167220.0
40,84.0,2.0,148230.0
40,69.0,2.0,131280.0
40,69.0,2.0,131280.0
40,58.0,3.0,135000.0
45,280.0,7.0,670000.0
51,151.0,4.0,369000.0
32,36.0,1.0,101656.0
56,28.0,1.0,85000.0
44,53.0,3.0,110000.0
39,96.0,3.0,169500.0
34,57.0,2.0,132000.0
54,40.0,2.0,115000.0
54,80.0,4.0,189000.0
21,35.0,1.0,83000.0
35,57.0,2.0,117829.0
12,94.0,4.0,190000.0
32,89.0,3.0,235000.0
47,47.0,2.0,185000.0
54,57.0,2.0,190000.0
26,288.0,6.0,490000.0
15,130.0,4.0,79000.0
45,122.0,4.0,293000.0
49,200.0,4.0,450000.0
24,253.0,6.0,455000.0
39,88.0,3.0,190000.0
45,242.0,5.0,580000.0
50,96.0,5.0,197900.0
41,111.0,4.0,179000.0
36,55.0,4.0,65000.0
34,65.0,3.0,165000.0
39,19.0,1.0,60000.0
9,36.0,1.0,74000.0
18,135.0,4.0,259000.0
39,43.0,2.0,138000.0
15,127.0,3.0,165000.0
7,45.0,3.0,93000.0
23,21.0,1.0,44500.0
7,72.0,3.0,134500.0
39,88.0,3.0,205000.0
44,86.0,4.0,260000.0
28,74.0,2.0,125000.0
18,150.0,4.0,130000.0
7,45.0,2.0,98000.0
34,181.0,5.0,340000.0
56,67.0,3.0,230000.0
32,450.0,8.0,570000.0
21,163.0,4.0,245000.0
53,670.0,7.0,999000.0
28,64.0,3.0,145000.0
24,163.0,5.0,150000.0
27,290.0,6.0,279900.0
60,200.0,3.0,949900.0
34,185.0,5.0,405000.0
4,35.0,2.0,70000.0
4,101.0,3.0,195000.0
54,44.0,1.0,139000.0
42,36.0,1.0,89900.0
51,45.0,2.0,117000.0
12,63.0,3.0,119000.0
50,4394.0,2.0,125000.0
20,34.0,2.0,120000.0
16,65.0,3.0,117000.0
9,60.0,2.0,104000.0
34,45.0,2.0,135000.0
53,63.0,3.0,160000.0
56,82.0,4.0,228000.0
9,51.0,2.0,95000.0
16,45.0,1.0,110000.0
7,96.0,6.0,120000.0
20,95.0,3.0,215000.0
12,75.0,3.0,89000.0
30,58.0,2.0,60000.0
26,181.0,7.0,310000.0
45,56.0,3.0,122000.0
26,61.0,3.0,160000.0
12,180.0,4.0,230000.0
12,370.0,8.0,350000.0
34,39.0,1.0,86017.0
34,50.0,2.0,155387.0
34,39.0,1.0,89750.0
34,50.0,2.0,134500.0
16,38.0,1.0,91200.0
16,38.0,1.0,93100.0
3,96.0,3.0,95000.0
4,34.0,1.0,63000.0
9,271.0,3.0,367200.0
16,47.0,2.0,125000.0
16,48.0,2.0,128000.0
16,47.0,2.0,130000.0
16,38.0,1.0,91200.0
16,38.0,1.0,95000.0
16,38.0,1.0,95000.0
54,78.0,3.0,235000.0
54,111.0,4.0,420000.0
54,58.0,3.0,219000.0
46,35.0,1.0,114500.0
39,81.0,3.0,185000.0
45,210.0,3.0,330000.0
45,94.0,3.0,260000.0
27,43.0,2.0,95000.0
9,56.0,2.0,95000.0
46,70.0,3.0,145000.0
40,66.0,3.0,185000.0
44,70.0,3.0,145000.0
45,160.0,5.0,270000.0
54,44.0,2.0,110000.0
39,307.0,7.0,452000.0
12,112.0,3.0,149000.0
53,35.0,1.0,141100.0
53,91.0,3.0,383300.0
53,49.0,2.0,223500.0
53,34.0,1.0,153400.0
53,34.0,1.0,156300.0
54,35.0,1.0,153000.0
53,35.0,1.0,138400.0
53,32.0,1.0,145300.0
53,78.0,2.0,208000.0
53,53.0,2.0,253700.0
53,59.0,2.0,268200.0
53,42.0,1.0,204200.0
54,35.0,1.0,146800.0
